Price,Close,High,Low,Open,Volume
Ticker,BABA,BABA,BABA,BABA,BABA
Date,,,,,
2023-02-06,101.83798217773438,102.63955367251519,99.68437125568748,100.26381777709612,15337500
2023-02-07,101.88626861572266,103.67289839271771,100.1672408075416,103.18036555246586,16861700
2023-02-08,101.50962829589844,103.47009276484508,100.00306591938025,103.43146201569563,14329500
2023-02-09,104.74488067626953,106.04863717893028,104.05920143958221,104.78351142640065,16281300
2023-02-10,100.09963989257812,102.98722025955169,99.26909719951222,102.17599662524289,18776000
2023-02-13,101.20059204101562,102.7071544528195,100.58251477627239,102.35948507039365,18538600
2023-02-14,100.65011596679688,100.9012121561722,98.3612937782425,100.00306748654324,12978400
2023-02-15,99.54916381835938,99.89683319261235,98.50615569560048,98.88279628969754,18230200
2023-02-16,99.57814025878906,100.93983923928465,98.53513208134837,99.19184011513742,21747100
2023-02-17,96.5843276977539,97.62732851423954,95.85035815662053,97.54041484955843,18121600
2023-02-21,91.84249877929688,94.28101038054956,91.45619867160289,93.19454547219495,27172700
2023-02-22,91.53346252441406,92.6054418510469,90.35042440067946,92.30122931109214,24484000
2023-02-23,90.93470764160156,97.02856661455785,88.97423576282641,96.67123770335937,40482900
2023-02-24,85.95144653320312,88.53964768982429,85.01467116176036,86.98479509005962,36174500
2023-02-27,86.19288635253906,88.11472007482122,85.85004305843322,87.73807948020468,25840000
2023-02-28,84.78289794921875,86.27980081225016,84.28070557303191,85.42994642616901,24597200
2023-03-01,86.86890411376953,89.73717270756941,86.65644604998519,89.73717270756941,35434900
2023-03-02,86.6757583618164,87.80471491256098,84.95673057263909,85.91281765474274,24829000
2023-03-03,86.62747192382812,87.361441443987,85.37200569436035,87.02343158867116,25834300
2023-03-06,86.55021667480469,88.17267132745474,85.01467568323093,86.51641200567803,16983900
2023-03-07,85.69070434570312,86.96548964161467,85.17885242695804,86.45363772286959,14514700
2023-03-08,83.97167205810547,84.76358405210489,83.48879871132381,84.39660296105335,14721500
2023-03-09,80.51429748535156,82.75482932463665,80.0362502611537,82.2043540519521,24327700
2023-03-10,80.11833953857422,81.62490192355565,79.50992181419218,79.80930091170464,18123100
2023-03-13,80.06039428710938,80.88610350062734,79.16224965804973,80.16662700212109,17848300
2023-03-14,80.97785186767578,81.03580167462428,79.34574510518773,80.02176478573759,20126100
2023-03-15,78.71800994873047,79.71272779968035,77.40459394124458,78.75664069813442,21025300
2023-03-16,79.4036865234375,79.65478270215502,77.89712418725603,78.66971704537343,22877500
2023-03-17,78.87252807617188,81.27724256830568,77.8584985024368,81.12271956579617,23711100
2023-03-20,78.22547912597656,79.09465258987764,76.75754745099205,77.4045959420942,19536500
2023-03-21,80.83299255371094,81.20770272962012,79.19122617773883,79.63546875749526,16529400
